Ano do BO (RDO);Data do Acidente;Tipo do veiculo da vitima;Tipo de vitima;Tipo de acidente;Sexo;Idade da vitima
2017;12/10/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;24
2017;12/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;23
2017;12/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;65
2017;12/10/2017;AUTOMOVEL;NAO DISPONIVEL;CHOQUE;FEMININO;73
2017;12/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;35
2017;12/10/2017;AUTOMOVEL;PASSAGEIRO;OUTROS;MASCULINO;40
2017;12/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;80
2017;12/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;59
2017;12/10/2017;AUTOMOVEL;PASSAGEIRO;OUTROS;MASCULINO;27
2017;11/10/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;37
2017;12/10/2017;BICICLETA;CONDUTOR;OUTROS;MASCULINO;NAO DISPONIVEL
2017;12/10/2017;OUTROS;CONDUTOR;COLISAO;MASCULINO;34
2017;12/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;53
2017;12/10/2017;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;31
2017;12/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;51
2017;12/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;4
2017;12/10/2017;ONIBUS;CONDUTOR;COLISAO;MASCULINO;38
2017;12/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2017;12/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;14
2017;12/10/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;NAO DISPONIVEL
2017;12/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;43
2017;12/10/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;35
2017;12/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;83
2017;11/10/2017;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;33
2017;11/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;22
2017;11/10/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;57
2017;11/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;54
2017;07/10/2017;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;29
2017;11/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;31
2017;11/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;65
2017;30/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;19
2017;11/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;52
2017;02/08/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;18
2017;10/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;31
2017;10/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;54
2017;08/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;73
2017;10/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;NAO DISPONIVEL
2017;10/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;85
2017;09/10/2017;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;33
2017;10/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;60
2017;06/10/2017;BICICLETA;CONDUTOR;COLISAO;FEMININO;48
2017;10/10/2017;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;20
2017;10/10/2017;MOTOCICLETA;NAO DISPONIVEL;COLISAO;FEMININO;19
2017;08/10/2017;AUTOMOVEL;NAO DISPONIVEL;CHOQUE;FEMININO;26
2017;02/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;50
2017;10/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;36
2017;26/09/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;27
2017;09/10/2017;ONIBUS;PASSAGEIRO;OUTROS;FEMININO;78
2017;09/10/2017;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;34
2017;09/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;61
2017;09/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;63
2017;05/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;53
2017;09/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;65
2017;08/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;63
2017;09/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;20
2017;09/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;47
2017;09/10/2017;AUTOMOVEL;PASSAGEIRO;OUTROS;FEMININO;28
2017;09/10/2017;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;27
2017;04/08/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;26
2017;09/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;37
2017;30/09/2017;AUTOMOVEL;CONDUTOR;CHOQUE;FEMININO;67
2017;08/10/2017;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;47
2017;08/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;75
2017;22/09/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;83
2017;08/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;33
2017;08/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;43
2017;08/10/2017;AUTOMOVEL;NAO DISPONIVEL;CHOQUE;MASCULINO;22
2017;08/10/2017;AUTOMOVEL;NAO DISPONIVEL;CHOQUE;MASCULINO;22
2017;08/10/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;20
2017;08/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;48
2017;08/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;75
2017;08/10/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;MASCULINO;19
2017;08/10/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;FEMININO;36
2017;08/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;31
2017;04/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;88
2017;08/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;36
2017;28/09/2017;NAO DISPONIVEL;NAO DISPONIVEL;COLISAO;MASCULINO;75
2017;08/10/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;19
2017;08/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;23
2017;08/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;35
2017;08/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;25
2017;07/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;75
2017;07/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;58
2017;07/10/2017;MOTOCICLETA;PASSAGEIRO;COLISAO;FEMININO;27
2017;07/10/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;50
2017;07/10/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;28
2017;07/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;27
2017;07/10/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;16
2017;07/10/2017;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;34
2017;07/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;31
2017;07/10/2017;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;20
2017;07/10/2017;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;32
2017;17/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;69
2017;05/10/2017;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;28
2017;06/10/2017;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;39
2017;06/10/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;31
2017;06/10/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;FEMININO;47
2017;06/10/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;80
2017;06/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;55
2017;06/10/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;77
2017;06/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;34
2017;06/10/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;FEMININO;41
2017;06/10/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;FEMININO;51
2017;06/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;55
2017;05/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;66
2017;06/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;81
2017;06/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;36
2017;30/09/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;FEMININO;77
2017;21/09/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;92
2017;17/09/2017;MOTOCICLETA;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;20
2017;06/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2017;06/10/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;19
2017;06/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;47
2017;06/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;20
2017;06/10/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;28
2017;05/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;30
2017;05/10/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;31
2017;05/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;61
2017;05/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;62
2017;05/10/2017;CAMINHAO;CONDUTOR;OUTROS;MASCULINO;47
2017;05/10/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;FEMININO;28
2017;05/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;22
2017;05/10/2017;MOTOCICLETA;CONDUTOR;ATROPELAMENTO;MASCULINO;31
2017;04/10/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;28
2017;05/10/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;19
2017;05/10/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;38
2017;05/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2017;02/09/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;50
2017;04/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;81
2017;05/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;40
2017;05/10/2017;BICICLETA;CONDUTOR;OUTROS;MASCULINO;47
2017;05/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;58
2017;18/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;75
2017;04/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;66
2017;04/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;38
2017;04/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;FEMININO;50
2017;30/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;54
2017;04/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2017;04/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2017;01/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;22
2017;04/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;84
2017;04/10/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;FEMININO;16
2017;30/09/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;49
2017;04/10/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;45
2017;04/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;29
2017;04/10/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;14
2017;09/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;84
2017;04/10/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;28
2017;03/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;35
2017;22/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;83
2017;24/09/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;29
2017;03/10/2017;MOTOCICLETA;PASSAGEIRO;COLISAO;MASCULINO;29
2017;02/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;45
2017;17/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;69
2017;03/10/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;38
2017;25/09/2017;MOTOCICLETA;CONDUTOR;ATROPELAMENTO;MASCULINO;26
2017;03/10/2017;CAMINHAO;CONDUTOR;OUTROS;MASCULINO;37
2017;03/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;59
2017;25/08/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;22
2017;02/10/2017;CAMINHAO;CONDUTOR;CHOQUE;MASCULINO;42
2017;01/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;25
2017;02/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;30
2017;02/10/2017;CAMINHAO;CONDUTOR;CHOQUE;MASCULINO;51
2017;02/10/2017;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;41
2017;02/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;37
2017;28/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;83
2017;17/09/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;86
2017;02/10/2017;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;35
2017;02/10/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;1
2017;02/10/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;25
2017;14/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;44
2017;02/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;78
2017;30/09/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;MASCULINO;47
2017;30/09/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;19
2017;02/10/2017;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;18
2017;02/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;22
2017;02/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;22
2017;01/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2017;07/09/2017;MOTOCICLETA;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;42
2017;01/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;35
2017;01/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;36
2017;01/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;26
2017;01/10/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;44
2017;01/10/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;27
2017;29/09/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;42
2017;01/10/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;MASCULINO;47
2017;01/10/2017;AUTOMOVEL;CONDUTOR;OUTROS;FEMININO;35
2017;24/09/2017;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;21
2017;01/10/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;35
2017;01/10/2017;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;28
2017;29/08/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;79
2017;01/10/2017;MOTOCICLETA;PASSAGEIRO;COLISAO;MASCULINO;29
2017;01/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;77
2017;01/10/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;30
2017;01/10/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;85
2017;01/10/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;46
2017;01/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;29
2017;01/10/2017;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;20
2017;20/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;27
2017;14/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;72
2017;01/10/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;49
2017;30/09/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;23
2017;30/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;31
2017;30/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;48
2017;30/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;28
2017;30/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;28
2017;30/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;41
2017;30/09/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;51
2017;30/09/2017;CAMINHAO;CONDUTOR;CHOQUE;MASCULINO;38
2017;30/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;30
2017;30/09/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;MASCULINO;24
2017;22/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;36
2017;30/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;35
2017;30/09/2017;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;64
2017;30/09/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;NAO DISPONIVEL
2017;30/09/2017;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;21
2017;30/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;84
2017;30/09/2017;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;29
2017;24/09/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;18
2017;30/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;84
2017;30/09/2017;AUTOMOVEL;PASSAGEIRO;OUTROS;FEMININO;51
2017;30/09/2017;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;34
2017;30/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;29
2017;30/09/2017;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;36
2017;29/09/2017;CAMINHAO;CONDUTOR;CHOQUE;MASCULINO;67
2017;29/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;61
2017;29/09/2017;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;44
2017;29/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;28
2017;24/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;12
2017;09/09/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;FEMININO;58
2017;29/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;59
2017;29/09/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;77
2017;29/09/2017;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;58
2017;23/08/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;75
2017;28/09/2017;AUTOMOVEL;CONDUTOR;OUTROS;FEMININO;23
2017;28/09/2017;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;36
2017;28/09/2017;AUTOMOVEL;PASSAGEIRO;OUTROS;MASCULINO;27
2017;28/09/2017;PEDESTRE;PEDESTRE;OUTROS;MASCULINO;32
2017;28/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;19
2017;28/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;29
2017;28/09/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;34
2017;28/09/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;50
2017;28/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;42
2017;28/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;40
2017;28/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;34
2017;28/09/2017;CAMINHAO;PASSAGEIRO;CHOQUE;MASCULINO;67
2017;28/09/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;45
2017;28/09/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;67
2017;28/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;55
2017;28/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;88
2017;27/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;63
2017;27/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;39
2017;27/09/2017;AUTOMOVEL;NAO DISPONIVEL;COLISAO;MASCULINO;54
2017;27/09/2017;AUTOMOVEL;NAO DISPONIVEL;COLISAO;MASCULINO;46
2017;27/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;35
2017;27/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;36
2017;27/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;38
2017;18/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;72
2017;28/08/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;82
2017;26/09/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;18
2017;26/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;34
2017;26/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;5
2017;26/06/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;53
2017;26/09/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;60
2017;26/09/2017;BICICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;39
2017;26/09/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;17
2017;26/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;12
2017;26/09/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;20
2017;25/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;17
2017;25/09/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;56
2017;25/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;78
2017;25/09/2017;MOTOCICLETA;CONDUTOR;ATROPELAMENTO;MASCULINO;19
2017;25/09/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;33
2017;25/09/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;33
2017;25/09/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;NAO DISPONIVEL
2017;16/09/2017;PEDESTRE;PEDESTRE;CHOQUE;MASCULINO;59
2017;25/09/2017;CAMINHAO;CONDUTOR;OUTROS;MASCULINO;51
2017;19/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;FEMININO;39
2017;25/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;79
2017;22/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;66
2017;25/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;NAO DISPONIVEL
2017;06/08/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;47
2017;24/09/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;29
2017;24/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;38
2017;24/09/2017;AUTOMOVEL;CONDUTOR;CHOQUE;FEMININO;31
2017;24/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;66
2017;24/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;41
2017;24/09/2017;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;28
2017;24/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;62
2017;24/09/2017;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;23
2017;24/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;39
2017;24/09/2017;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;27
2017;28/07/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;68
2017;27/04/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;FEMININO;25
2017;24/09/2017;MOTOCICLETA;CONDUTOR;CHOQUE;FEMININO;20
2017;24/09/2017;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;15
2017;24/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;20
2017;24/09/2017;BICICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;43
2017;21/09/2017;BICICLETA;CONDUTOR;COLISAO;MASCULINO;57
2017;24/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;32
2017;23/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;39
2017;23/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;46
2017;23/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;NAO DISPONIVEL
2017;23/09/2017;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;51
2017;22/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;23
2017;23/09/2017;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;33
2017;23/09/2017;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;40
2017;23/09/2017;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;34
