Ano do BO (RDO);Data do Acidente;Tipo do veiculo da vitima;Tipo de vitima;Tipo de acidente;Sexo;Idade da vitima
2022;13/12/2022;MOTOCICLETA;PASSAGEIRO;COLISAO;FEMININO;NAO DISPONIVEL
2022;13/12/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;15
2022;13/12/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;14
2022;08/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;67
2022;12/12/2022;CAMINHAO;NAO DISPONIVEL;CHOQUE;MASCULINO;66
2022;04/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;24
2022;12/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;22
2022;12/12/2022;MOTOCICLETA;PASSAGEIRO;OUTROS;MASCULINO;21
2022;12/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2022;12/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;36
2022;12/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;27
2022;12/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;31
2022;02/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;29
2022;12/12/2022;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;68
2022;12/12/2022;CAMINHAO;CONDUTOR;OUTROS;MASCULINO;49
2022;12/12/2022;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;30
2022;12/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;NAO DISPONIVEL;NAO DISPONIVEL
2022;11/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;19
2022;11/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2022;07/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;35
2022;11/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;43
2022;11/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;FEMININO;56
2022;11/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;37
2022;11/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;47
2022;10/12/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;82
2022;25/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;61
2022;11/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;35
2022;11/12/2022;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;NAO DISPONIVEL
2022;11/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;27
2022;10/12/2022;AUTOMOVEL;PASSAGEIRO;COLISAO;FEMININO;58
2022;10/12/2022;MOTOCICLETA;PASSAGEIRO;COLISAO;MASCULINO;14
2022;10/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2022;10/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;32
2022;10/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;23
2022;10/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;48
2022;10/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;55
2022;10/12/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;49
2022;10/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;52
2022;10/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;39
2022;06/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;19
2022;09/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;FEMININO;50
2022;09/12/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;71
2022;09/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2022;09/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;25
2022;12/11/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;75
2022;08/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;19
2022;09/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;49
2022;09/12/2022;CAMINHAO;PASSAGEIRO;COLISAO;MASCULINO;19
2022;09/12/2022;AUTOMOVEL;CONDUTOR;CHOQUE;FEMININO;31
2022;09/12/2022;MOTOCICLETA;PASSAGEIRO;CHOQUE;FEMININO;41
2022;09/12/2022;AUTOMOVEL;CONDUTOR;ATROPELAMENTO;MASCULINO;62
2022;09/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;48
2022;09/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;87
2022;29/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;62
2022;09/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;FEMININO;31
2022;09/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;36
2022;09/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;19
2022;09/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;36
2022;09/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;62
2022;09/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;50
2022;09/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;27
2022;01/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;19
2022;27/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;22
2022;09/12/2022;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;58
2022;03/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;44
2022;30/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;45
2022;14/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;78
2022;04/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;71
2022;08/12/2022;AUTOMOVEL;PASSAGEIRO;COLISAO;FEMININO;59
2022;08/12/2022;AUTOMOVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;45
2022;08/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;18
2022;08/12/2022;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;23
2022;08/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;37
2022;08/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;40
2022;08/12/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;15
2022;05/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;25
2022;07/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;23
2022;31/10/2022;AUTOMOVEL;CONDUTOR;COLISAO;FEMININO;70
2022;07/12/2022;CAMINHAO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL
2022;07/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;45
2022;05/12/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;32
2022;07/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;55
2022;07/12/2022;AUTOMOVEL;CONDUTOR;OUTROS;FEMININO;50
2022;30/11/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;55
2022;07/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;FEMININO;19
2022;26/11/2022;MOTOCICLETA;PASSAGEIRO;COLISAO;FEMININO;27
2022;06/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;41
2022;06/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;40
2022;06/12/2022;CAMINHAO;CONDUTOR;OUTROS;MASCULINO;26
2022;06/12/2022;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;37
2022;05/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;21
2022;06/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;25
2022;06/12/2022;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;FEMININO;79
2022;02/12/2022;AUTOMOVEL;PASSAGEIRO;COLISAO;FEMININO;48
2022;06/12/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;54
2022;22/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;58
2022;05/12/2022;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;52
2022;05/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;46
2022;05/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;60
2022;05/12/2022;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;49
2022;18/11/2022;AUTOMOVEL;CONDUTOR;ATROPELAMENTO;MASCULINO;38
2022;03/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;63
2022;20/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;34
2022;05/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;26
2022;16/11/2022;MOTOCICLETA;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;22
2022;04/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;31
2022;05/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;31
2022;05/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2022;05/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;24
2022;21/10/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2022;04/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;83
2022;25/11/2022;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;29
2022;10/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;64
2022;03/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;34
2022;04/12/2022;AUTOMOVEL;PASSAGEIRO;COLISAO;FEMININO;72
2022;04/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;53
2022;04/12/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;MASCULINO;29
2022;04/12/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;18
2022;04/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;78
2022;04/12/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;16
2022;04/12/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;MASCULINO;21
2022;04/12/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;MASCULINO;24
2022;04/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;63
2022;04/12/2022;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;23
2022;04/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;28
2022;04/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;36
2022;04/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;44
2022;04/12/2022;AUTOMOVEL;PASSAGEIRO;OUTROS;MASCULINO;33
2022;04/12/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;35
2022;04/12/2022;AUTOMOVEL;PASSAGEIRO;OUTROS;FEMININO;34
2022;04/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;21
2022;03/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;35
2022;06/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;42
2022;03/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;38
2022;03/12/2022;MOTOCICLETA;PASSAGEIRO;COLISAO;FEMININO;40
2022;03/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;27
2022;03/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;42
2022;03/12/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;44
2022;24/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;18
2022;03/12/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;37
2022;03/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;FEMININO;51
2022;03/12/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;NAO DISPONIVEL
2022;03/12/2022;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;31
2022;02/12/2022;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;44
2022;03/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;22
2022;03/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;48
2022;03/12/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;51
2022;03/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;41
2022;03/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;25
2022;03/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;38
2022;28/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;48
2022;02/12/2022;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;21
2022;02/12/2022;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;45
2022;02/12/2022;MOTOCICLETA;CONDUTOR;ATROPELAMENTO;MASCULINO;49
2022;02/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;24
2022;02/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;19
2022;28/10/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;33
2022;01/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;61
2022;02/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;22
2022;02/12/2022;MOTOCICLETA;PASSAGEIRO;COLISAO;FEMININO;18
2022;02/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;73
2022;29/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;92
2022;22/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;67
2022;02/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;20
2022;02/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;FEMININO;24
2022;02/12/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;23
2022;02/12/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;26
2022;02/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;20
2022;26/10/2022;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;22
2022;01/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;54
2022;01/12/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;24
2022;01/12/2022;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;57
2022;01/12/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;59
2022;30/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;40
2022;01/12/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;87
2022;23/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;55
2022;28/11/2022;AUTOMOVEL;CONDUTOR;ATROPELAMENTO;MASCULINO;73
2022;01/12/2022;AUTOMOVEL;CONDUTOR;OUTROS;FEMININO;31
2022;01/12/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;64
2022;01/12/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;19
2022;09/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;71
2022;13/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;58
2022;01/12/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;76
2022;13/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;58
2022;24/11/2022;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MASCULINO;19
2022;02/09/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;49
2022;30/11/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;20
2022;24/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;FEMININO;35
2022;29/11/2022;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;59
2022;25/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;52
2022;30/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;72
2022;20/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;28
2022;30/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;21
2022;29/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;32
2022;29/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;29
2022;20/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;24
2022;22/10/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;41
2022;29/11/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;37
2022;29/11/2022;CAMINHAO;PASSAGEIRO;COLISAO;MASCULINO;18
2022;29/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;75
2022;29/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;26
2022;20/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;66
2022;28/11/2022;AUTOMOVEL;CONDUTOR;COLISAO;FEMININO;40
2022;28/11/2022;CAMINHAO;CONDUTOR;OUTROS;MASCULINO;68
2022;15/10/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;62
2022;12/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;44
2022;28/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;32
2022;28/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;38
2022;28/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;22
2022;28/11/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;26
2022;25/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;59
2022;27/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;20
2022;28/11/2022;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;58
2022;27/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;24
2022;14/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;56
2022;01/05/2022;MOTOCICLETA;PASSAGEIRO;COLISAO;MASCULINO;29
2022;27/11/2022;MOTOCICLETA;PASSAGEIRO;CHOQUE;FEMININO;42
2022;27/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;44
2022;27/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;57
2022;26/11/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;23
2022;27/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2022;27/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;NAO DISPONIVEL
2022;27/11/2022;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;31
2022;02/10/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;20
2022;27/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;41
2022;27/11/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;63
2022;27/11/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;45
2022;27/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;23
2022;26/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;18
2022;26/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;63
2022;27/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;24
2022;27/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;19
2022;26/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;22
2022;26/11/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;14
2022;26/11/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;58
2022;26/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;20
2022;26/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;40
2022;26/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;31
2022;20/11/2022;MOTOCICLETA;PASSAGEIRO;CHOQUE;FEMININO;17
2022;26/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;44
2022;26/11/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;66
2022;26/11/2022;CAMINHAO;CONDUTOR;OUTROS;MASCULINO;46
2022;21/11/2022;BICICLETA;CONDUTOR;OUTROS;MASCULINO;59
2022;26/11/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;25
2022;26/11/2022;AUTOMOVEL;PASSAGEIRO;COLISAO;FEMININO;33
2022;26/11/2022;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;NAO DISPONIVEL
2022;26/11/2022;BICICLETA;CONDUTOR;OUTROS;MASCULINO;61
2022;26/11/2022;BICICLETA;CONDUTOR;OUTROS;MASCULINO;46
2022;26/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;58
2022;26/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;61
2022;26/11/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;43
2022;26/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;59
2022;26/11/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;49
2022;25/11/2022;AUTOMOVEL;PASSAGEIRO;OUTROS;FEMININO;35
2022;21/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;FEMININO;53
2022;25/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;31
2022;25/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;18
2022;14/10/2022;MOTOCICLETA;PASSAGEIRO;OUTROS;MASCULINO;31
2022;25/11/2022;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;21
2022;25/11/2022;MOTOCICLETA;PASSAGEIRO;CHOQUE;MASCULINO;24
2022;22/05/2022;MOTOCICLETA;CONDUTOR;ATROPELAMENTO;MASCULINO;63
2022;06/11/2022;AUTOMOVEL;CONDUTOR;COLISAO;MASCULINO;35
2022;22/11/2022;AUTOMOVEL;CONDUTOR;CHOQUE;FEMININO;33
2022;25/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;36
2022;25/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;41
2022;25/11/2022;NAO DISPONIVEL;NAO DISPONIVEL;OUTROS;MASCULINO;47
2022;25/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;36
2022;25/11/2022;MOTOCICLETA;CONDUTOR;NAO DISPONIVEL;MASCULINO;33
2022;24/11/2022;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;27
2022;24/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;51
2022;24/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;28
2022;05/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;31
2022;24/11/2022;MOTOCICLETA;CONDUTOR;CHOQUE;MASCULINO;29
2022;21/11/2022;CAMINHAO;CONDUTOR;OUTROS;MASCULINO;68
2022;24/11/2022;MOTOCICLETA;NAO DISPONIVEL;COLISAO;MASCULINO;19
2022;24/11/2022;MOTOCICLETA;NAO DISPONIVEL;COLISAO;MASCULINO;19
2022;24/11/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;MASCULINO;28
2022;24/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;59
2022;24/11/2022;MOTOCICLETA;NAO DISPONIVEL;COLISAO;FEMININO;22
2022;24/11/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;26
2022;24/11/2022;BICICLETA;CONDUTOR;CHOQUE;MASCULINO;79
2022;24/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;28
2022;24/11/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;39
2022;24/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;67
2022;23/11/2022;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;49
2022;23/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;59
2022;23/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;38
2022;18/11/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;41
2022;23/11/2022;BICICLETA;CONDUTOR;COLISAO;MASCULINO;21
2022;23/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;59
2022;23/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;48
2022;23/11/2022;AUTOMOVEL;PASSAGEIRO;COLISAO;MASCULINO;35
2022;23/11/2022;AUTOMOVEL;CONDUTOR;OUTROS;MASCULINO;56
2022;30/10/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;60
2022;21/11/2022;AUTOMOVEL;CONDUTOR;ATROPELAMENTO;MASCULINO;39
2022;22/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;48
2022;22/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;23
2022;22/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;11
2022;21/11/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;83
2022;22/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;50
2022;22/11/2022;MOTOCICLETA;CONDUTOR;OUTROS;MASCULINO;46
2022;10/11/2022;MOTOCICLETA;CONDUTOR;COLISAO;MASCULINO;34
2022;20/11/2022;AUTOMOVEL;PASSAGEIRO;CHOQUE;FEMININO;21
2022;09/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;72
2022;02/07/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;46
2022;02/10/2022;AUTOMOVEL;CONDUTOR;CHOQUE;MASCULINO;25
2022;22/11/2022;CAMINHAO;CONDUTOR;COLISAO;MASCULINO;69
2022;01/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;FEMININO;69
2022;28/10/2022;CAMINHAO;CONDUTOR;CHOQUE;MASCULINO;54
2022;21/11/2022;PEDESTRE;PEDESTRE;ATROPELAMENTO;MASCULINO;36
2022;21/11/2022;MOTOCICLETA;CONDUTOR;ATROPELAMENTO;MASCULINO;30
